threads,N,runtime(ms),param
16, 1024, 744.531, 32
16, 2048, 5220.94, 8
16, 2048, 5285.16, 8
16, 2048, 5303.71, 8
16, 2048, 5259.21, 8
16, 2048, 5226.06, 8
16, 2048, 5285.22, 8
16, 2048, 5323.2, 8
16, 2048, 5245.08, 8
16, 2048, 5352.18, 8
16, 2048, 5232.79, 8
16, 2048, 5567.31, 16
16, 2048, 5593.89, 16
16, 2048, 5562.65, 16
16, 2048, 5627.18, 16
16, 2048, 5566.25, 16
16, 2048, 5629.06, 16
16, 2048, 5588.9, 16
16, 2048, 5586.48, 16
16, 2048, 5614.72, 16
16, 2048, 5560.82, 16
16, 2048, 5794.71, 32
16, 2048, 5902.8, 32
16, 2048, 5841.61, 32
16, 2048, 5827.21, 32
16, 2048, 5845.13, 32
16, 2048, 5848.85, 32
16, 2048, 5782.3, 32
16, 2048, 5837.34, 32
16, 2048, 5838.06, 32
16, 2048, 5777.45, 32
